method,circuit,resynthesis,error,max_depth,one_tree_per_output,mred,v_mred,med,v_med,hd,v_hd,wce,v_wce,time,area
outconst,int2float,False,0.25,,False,0.146,,18.216,,3.862,,33,,2.67979254400416,0.415446071904128
outconst,int2float,True,0.25,,False,0.146,,18.216,,3.862,,33,,3.32288925899775,0.360852197070573
outconst,int2float,False,0.5,,False,0.331,,43.224,,3.815,,77,,5.28741936599545,0.0652463382157124
outconst,int2float,True,0.5,,False,0.331,,43.224,,3.815,,77,,2.31910571698973,0.0652463382157124
outconst,RCA_4b,False,0.25,,False,0.136,,1.5,,1,,3,,0.250506967000547,0.738805970149254
outconst,RCA_4b,True,0.25,,False,0.136,,1.5,,1,,3,,1.76895469400915,0.671641791044776
outconst,RCA_4b,False,0.5,,False,0.302,,3.5,,1.5,,7,,0.187777983999695,0.611940298507463
outconst,RCA_4b,True,0.5,,False,0.302,,3.5,,1.5,,7,,1.05720575699524,0.477611940298507
outconst,dec,False,0.25,,False,0.246,,176160767.957,,0.371,,21474836480,,5.47054832900176,0.788188976377953
outconst,dec,True,0.25,,False,0.246,,176160767.957,,0.371,,21474836480,,10.1855593220098,0.789763779527559
outconst,dec,False,0.5,,False,0.496,,7.56604737398243E+017,,0.746,,9.22337203685478E+019,,19.0240688519989,0.563779527559055
outconst,dec,True,0.5,,False,0.496,,7.56604737398243E+017,,0.746,,9.22337203685478E+019,,15.8336105440103,0.570866141732283
